HOOD_ID,join,Assault_2014,Auto Theft_2014,Bike Theft_2014,Break and Enter_2014,Homicide_2014,Robbery_2014,Shooting (Non-Fatal)_2014,Theft From Motor Vehicle_2014,Theft Over_2014,Assault_2015,Auto Theft_2015,Bike Theft_2015,Break and Enter_2015,Homicide_2015,Robbery_2015,Shooting (Non-Fatal)_2015,Theft From Motor Vehicle_2015,Theft Over_2015,Assault_2016,Auto Theft_2016,Bike Theft_2016,Break and Enter_2016,Homicide_2016,Robbery_2016,Shooting (Non-Fatal)_2016,Theft From Motor Vehicle_2016,Theft Over_2016,Assault_2017,Auto Theft_2017,Bike Theft_2017,Break and Enter_2017,Homicide_2017,Robbery_2017,Shooting (Non-Fatal)_2017,Theft From Motor Vehicle_2017,Theft Over_2017,Assault_2018,Auto Theft_2018,Bike Theft_2018,Break and Enter_2018,Homicide_2018,Robbery_2018,Shooting (Non-Fatal)_2018,Theft From Motor Vehicle_2018,Theft Over_2018,Assault_2019,Auto Theft_2019,Bike Theft_2019,Break and Enter_2019,Homicide_2019,Robbery_2019,Shooting (Non-Fatal)_2019,Theft From Motor Vehicle_2019,Theft Over_2019,Assault_2020,Auto Theft_2020,Bike Theft_2020,Break and Enter_2020,Homicide_2020,Robbery_2020,Shooting (Non-Fatal)_2020,Theft From Motor Vehicle_2020,Theft Over_2020,Assault_2021,Auto Theft_2021,Bike Theft_2021,Break and Enter_2021,Homicide_2021,Robbery_2021,Shooting (Non-Fatal)_2021,Theft From Motor Vehicle_2021,Theft Over_2021,Assault_2022,Auto Theft_2022,Bike Theft_2022,Break and Enter_2022,Homicide_2022,Robbery_2022,Shooting (Non-Fatal)_2022,Theft From Motor Vehicle_2022,Theft Over_2022,Assault_2023,Auto Theft_2023,Bike Theft_2023,Break and Enter_2023,Homicide_2023,Robbery_2023,Shooting (Non-Fatal)_2023,Theft From Motor Vehicle_2023,Theft Over_2023,Assault_2024,Auto Theft_2024,Bike Theft_2024,Break and Enter_2024,Homicide_2024,Robbery_2024,Shooting (Non-Fatal)_2024,Theft From Motor Vehicle_2024,Theft Over_2024
153,153,33,7,5,20,0,6,1,13,2,46,1,8,10,0,5,0,11,2,49,6,18,15,0,5,0,10,5,61,3,19,15,0,14,1,8,3,72,9,6,14,11,19,1,11,6,56,14,7,21,0,8,2,25,4,44,35,33,18,0,10,0,38,4,63,31,21,14,0,14,0,31,5,50,21,24,12,2,8,0,35,12,60,28,11,21,0,9,0,61,6,15,6,0,6,0,6,0,7,2
154,154,207,63,5,56,0,40,4,73,11,222,67,7,40,0,41,4,40,4,229,50,7,24,1,34,3,40,9,286,53,1,31,2,46,4,60,9,298,75,9,46,0,38,7,107,10,286,85,6,79,1,41,3,115,4,243,97,11,48,0,51,6,145,14,286,109,9,63,0,27,9,103,18,312,101,14,50,2,37,5,97,18,420,157,13,86,1,28,5,66,23,72,23,4,15,1,10,2,20,4
155,155,118,26,6,32,1,27,3,52,5,132,30,4,35,0,22,3,44,8,134,35,6,32,0,15,3,61,4,146,31,3,26,0,16,4,52,13,119,31,10,40,1,29,1,64,2,151,68,6,32,2,18,6,75,8,125,56,4,39,1,8,1,84,10,134,62,8,30,0,15,2,56,8,131,116,4,34,0,22,4,64,13,198,95,8,82,0,28,3,68,18,35,24,0,12,0,7,0,9,1
156,156,124,38,10,77,0,47,0,80,7,126,36,6,34,0,47,0,66,8,159,40,4,30,2,41,1,49,10,141,29,21,27,0,65,4,67,14,143,43,2,37,0,40,0,53,13,166,40,3,26,0,39,2,49,8,109,42,1,14,1,20,6,48,5,125,69,4,17,0,47,4,32,6,143,86,7,24,2,59,5,70,13,183,148,10,38,0,49,0,70,17,28,39,1,8,0,17,0,12,2
157,157,72,8,1,24,1,15,2,19,1,76,13,3,28,0,16,1,29,1,88,8,7,24,1,21,2,19,5,119,8,4,33,0,13,2,46,4,113,17,0,17,0,6,2,30,2,102,18,1,26,1,7,1,31,2,82,11,0,16,0,3,3,20,1,63,25,3,5,0,9,3,27,1,65,22,3,12,0,6,4,31,2,106,25,4,15,0,19,2,20,3,34,12,0,4,0,2,0,2,0
158,158,77,22,14,57,0,15,0,76,2,53,22,10,52,0,11,4,97,4,74,30,7,35,0,17,3,46,4,56,21,6,28,0,14,0,57,7,71,36,2,46,0,10,1,66,6,72,43,4,47,0,14,1,69,8,68,45,13,34,0,8,0,64,6,61,56,10,37,0,8,1,44,5,80,93,4,57,0,19,0,68,10,125,175,7,58,0,10,0,41,10,20,23,1,28,0,6,0,11,2
159,159,153,64,5,54,2,22,2,119,36,161,76,11,87,0,24,1,111,39,138,99,18,62,0,22,3,90,32,142,70,14,62,0,44,3,83,29,161,117,10,68,2,17,1,93,45,132,115,16,73,1,21,1,109,27,147,105,17,65,0,28,4,139,27,140,108,20,78,1,11,3,105,29,209,170,14,75,1,46,2,171,41,284,275,14,66,3,35,2,173,59,54,64,2,25,0,8,0,18,11
16,16,101,40,9,72,0,26,3,90,8,80,29,22,48,0,19,2,62,9,77,17,15,54,0,17,0,51,5,119,33,15,62,0,40,1,65,8,107,32,18,47,0,38,1,78,9,105,41,20,69,0,29,2,74,6,110,51,16,45,0,19,0,105,6,92,74,7,36,1,25,0,62,9,111,151,13,53,0,14,0,111,11,178,156,11,119,2,21,0,74,12,39,29,1,23,0,4,3,9,4
160,160,148,32,19,40,0,10,0,84,4,133,26,20,47,0,15,1,51,12,167,34,7,28,1,10,0,45,6,264,22,25,38,1,19,1,56,6,421,25,38,36,0,19,1,52,7,241,52,23,43,0,6,1,84,14,202,34,12,39,1,6,2,51,9,279,41,21,24,0,10,2,29,7,362,81,33,41,0,13,2,69,12,533,90,5,31,1,8,1,53,25,127,33,0,12,0,5,0,16,2
161,161,61,11,8,15,0,1,0,47,6,74,9,13,20,1,10,2,17,4,82,11,33,21,0,3,0,27,10,85,26,37,20,0,8,0,32,9,82,5,64,13,0,12,0,13,6,93,25,74,37,1,11,1,15,5,91,19,33,19,0,6,0,24,10,95,23,20,30,0,6,1,19,6,118,51,15,30,2,14,0,56,13,138,74,15,38,0,8,1,27,9,23,7,2,12,0,4,1,8,1
162,162,139,13,37,48,0,19,0,94,4,149,7,47,30,0,13,2,55,4,118,9,64,42,1,8,1,47,4,148,6,63,32,0,7,1,73,5,108,6,70,39,1,10,2,54,6,100,14,84,82,0,14,1,60,8,113,14,86,73,1,13,1,43,7,141,13,44,54,0,20,1,44,8,141,25,25,44,0,4,0,36,8,118,18,51,50,0,9,2,30,8,37,3,5,11,0,4,0,5,0
163,163,98,10,41,29,0,9,1,38,13,108,14,72,38,2,7,1,52,12,96,14,48,28,0,5,1,21,12,92,10,64,50,0,2,0,37,8,127,12,97,41,1,4,2,31,12,126,20,112,78,0,6,1,43,13,91,14,61,50,0,11,1,41,6,132,13,48,38,0,6,2,37,14,158,14,30,28,0,9,4,26,14,155,22,34,34,2,6,1,35,14,32,5,12,3,0,4,1,6,5
164,164,454,29,109,67,1,40,2,184,20,541,17,97,71,1,40,4,134,15,591,21,168,117,0,43,4,86,23,585,31,166,135,0,65,10,108,20,529,36,174,173,3,63,9,96,26,469,25,141,160,1,53,7,103,29,322,41,107,163,1,20,1,122,20,378,32,98,141,1,29,8,96,21,506,63,107,131,2,71,7,69,20,477,71,96,166,1,67,8,78,33,104,11,23,40,0,14,1,16,7
165,165,156,15,84,44,0,13,1,105,15,166,18,82,78,0,9,1,105,20,169,14,136,42,0,22,1,75,21,215,23,163,75,0,11,1,86,14,179,13,154,102,0,32,6,65,20,207,24,142,97,0,21,2,42,23,261,29,103,102,2,28,6,56,19,323,34,99,67,0,24,6,62,9,298,39,103,62,0,34,3,63,14,329,39,86,80,1,21,5,103,21,63,5,11,9,1,5,0,25,6
166,166,189,20,141,65,0,23,4,133,16,219,13,104,54,0,16,0,119,20,249,9,147,70,0,20,3,90,19,259,15,142,78,1,25,3,95,23,325,25,170,79,0,45,2,84,21,299,22,158,119,0,35,0,127,29,304,13,139,109,0,42,2,167,21,399,32,146,166,0,44,2,76,24,434,46,134,131,3,39,4,110,25,457,48,131,112,0,44,2,106,28,107,9,12,34,0,5,0,15,9
167,167,226,9,74,63,0,46,0,96,11,235,11,95,66,1,37,0,54,6,277,12,94,60,3,50,0,41,8,350,19,120,87,1,48,0,40,8,390,26,91,86,2,60,0,47,15,364,18,128,147,1,62,0,87,17,320,10,87,119,0,61,0,64,18,368,37,84,84,0,42,2,48,19,376,20,87,84,1,47,1,46,15,405,39,103,85,2,64,1,70,25,102,5,11,20,0,7,0,9,3
168,168,443,27,191,101,1,97,0,201,28,540,19,147,107,2,123,5,154,25,517,23,145,104,0,128,2,135,33,666,19,201,145,0,163,1,212,23,693,57,226,140,2,168,3,183,32,896,41,226,185,0,138,7,260,45,628,28,131,156,1,98,4,173,32,685,42,197,179,0,107,7,116,29,694,47,226,133,0,88,3,85,32,811,53,271,127,3,116,4,109,33,166,14,20,27,0,36,1,25,4
169,169,64,4,58,15,0,3,0,25,13,59,4,63,27,0,8,0,15,9,68,4,85,43,0,12,0,21,17,84,5,92,43,0,5,0,14,11,73,18,70,50,0,17,1,26,6,77,4,45,56,1,14,0,21,6,70,6,52,41,0,12,0,23,6,81,14,42,25,0,20,0,14,10,89,11,57,44,0,13,1,19,7,82,12,35,30,0,9,1,30,8,20,1,1,9,0,1,0,6,2
170,170,309,11,198,56,1,59,0,106,30,398,20,144,83,2,34,2,100,14,348,14,174,53,0,46,1,67,22,438,11,176,84,1,51,2,81,32,419,20,257,75,1,62,1,87,33,424,39,171,100,2,44,3,153,41,294,15,145,137,0,43,0,120,23,242,24,145,88,1,44,0,61,27,338,23,191,99,0,42,1,94,34,413,40,152,85,0,39,2,75,46,90,13,17,7,0,7,0,16,7
171,171,149,23,30,35,0,23,0,62,4,142,10,34,33,3,27,0,23,4,143,13,46,35,0,21,1,45,6,123,16,53,44,1,23,4,68,5,135,28,59,84,0,12,3,138,7,149,19,67,87,1,31,2,103,7,147,38,42,96,0,19,5,114,7,150,31,33,67,0,9,3,50,9,112,47,33,46,0,18,3,45,6,183,36,48,69,0,8,3,46,6,29,7,5,22,0,1,0,6,1
172,172,48,6,20,28,1,8,0,35,5,53,12,27,20,0,13,1,27,2,53,16,50,34,0,8,0,48,2,53,8,34,29,1,17,0,37,2,42,12,24,43,0,11,0,81,2,48,15,24,56,1,3,0,61,2,55,20,27,41,0,5,0,64,2,55,9,22,14,0,4,0,19,2,43,22,19,23,0,5,0,29,4,54,24,31,40,0,11,0,21,1,19,7,4,11,0,3,0,7,0
173,173,60,5,6,32,0,8,0,26,3,43,1,15,47,0,10,0,8,5,59,2,12,16,0,9,0,11,1,66,6,16,25,0,9,0,15,3,62,5,32,43,0,14,1,9,6,82,4,24,42,0,20,1,22,6,82,13,53,79,1,6,0,30,4,88,15,27,41,0,10,1,25,4,118,7,12,41,0,12,1,24,4,99,16,21,37,0,11,0,35,9,22,2,1,17,0,5,1,3,0
174,174,63,7,21,31,0,11,1,14,6,91,3,18,31,1,13,0,15,2,82,4,22,23,1,11,0,13,3,96,2,34,34,0,7,0,16,2,102,13,17,57,0,22,0,16,5,109,8,36,87,1,10,0,24,4,120,13,91,86,1,17,1,35,8,131,15,29,55,1,11,0,17,2,164,8,22,33,0,17,1,43,6,118,22,42,43,0,9,0,35,10,43,5,3,11,0,3,1,7,2
18,18,85,10,8,26,0,21,1,26,3,109,14,12,45,0,15,1,44,3,98,10,7,42,1,18,0,33,5,108,13,9,27,0,27,3,18,1,109,12,35,22,2,19,0,36,1,110,22,9,24,0,30,2,40,4,90,22,13,40,0,12,4,39,3,107,16,9,19,0,12,3,25,5,159,45,20,26,0,14,0,47,6,160,38,10,39,0,16,1,32,5,28,11,0,9,0,0,0,3,0
19,19,62,9,13,22,0,11,0,41,2,61,14,8,30,0,14,0,48,4,61,13,9,27,0,5,0,19,1,64,15,17,25,0,10,3,43,3,49,11,34,38,0,9,0,14,2,59,11,12,30,0,17,0,44,1,58,22,10,33,0,14,0,40,4,91,40,12,15,1,1,2,41,3,85,34,29,31,0,7,0,30,5,89,36,15,27,0,7,0,17,3,22,13,1,4,0,2,0,6,0
2,2,205,57,6,25,1,72,6,100,2,213,49,4,34,2,99,8,58,4,251,35,16,31,3,108,6,93,2,238,48,6,36,0,81,8,62,1,210,63,4,20,4,61,14,68,4,234,79,3,32,4,47,11,103,5,173,74,8,18,2,39,15,89,8,173,76,6,16,1,45,9,77,3,199,119,9,26,1,41,6,72,12,236,137,5,19,3,41,13,99,9,45,20,1,6,0,10,6,14,2
20,20,47,10,5,19,1,8,0,37,7,47,18,2,28,0,6,0,46,4,40,17,3,28,0,11,0,39,10,24,16,4,24,0,6,0,14,6,30,25,9,26,0,8,0,20,7,36,16,5,25,0,5,1,51,9,35,29,8,43,0,12,0,46,3,30,31,0,17,0,2,0,44,6,41,69,12,42,3,7,0,28,6,43,44,2,23,0,8,0,14,8,10,15,0,9,0,1,0,3,3
21,21,64,59,6,44,0,14,1,64,16,83,39,2,39,1,20,5,52,13,105,57,6,32,0,18,15,58,17,104,80,2,35,2,22,8,72,16,92,104,2,41,1,22,4,72,16,108,117,4,54,3,24,5,52,18,86,104,2,24,0,23,5,78,19,88,117,2,34,0,10,3,73,24,108,162,2,48,0,29,6,69,21,125,119,4,77,2,18,4,75,35,28,20,0,15,0,4,0,8,2
22,22,131,47,3,44,0,38,2,43,3,135,35,6,41,0,30,8,31,9,130,49,3,28,1,28,3,36,1,178,63,5,28,1,39,5,27,8,135,66,2,54,0,38,5,50,9,166,78,4,71,0,36,4,55,9,111,89,4,36,0,15,6,67,15,160,75,2,32,1,22,4,46,15,130,114,1,33,0,39,3,49,10,175,129,2,37,0,19,1,76,16,41,35,1,6,0,10,0,11,1
23,23,59,32,2,27,0,12,0,39,4,46,33,1,14,0,24,2,30,6,55,25,1,24,1,12,5,33,4,62,49,0,30,0,21,2,34,6,67,70,4,24,1,19,2,53,6,76,72,1,26,1,7,2,27,8,54,66,5,17,0,7,5,49,11,59,68,3,12,2,4,1,48,4,79,90,5,32,1,8,2,45,9,102,110,0,23,0,13,4,27,6,18,13,0,5,1,2,0,10,2
24,24,220,42,9,26,0,45,11,40,8,223,45,9,26,0,40,11,28,4,265,49,4,28,1,36,15,53,6,233,28,2,28,0,49,11,46,19,190,51,10,31,4,26,11,49,7,214,73,7,43,0,42,6,63,10,252,81,2,20,3,23,15,87,14,211,65,7,28,0,11,13,63,10,229,72,3,34,1,19,9,38,9,201,81,5,28,0,27,7,56,13,40,13,0,5,1,2,1,15,0
25,25,295,40,10,36,0,47,8,76,5,307,54,28,37,0,47,17,51,7,317,66,10,28,1,73,22,86,12,288,53,13,40,3,53,20,60,5,317,68,8,39,0,53,25,78,10,332,85,8,33,2,52,30,74,12,280,116,15,51,1,50,34,131,20,308,102,6,38,5,29,16,89,7,286,158,5,33,3,31,9,79,12,338,120,5,43,0,33,14,50,26,77,26,1,5,0,2,4,12,5
27,27,247,102,15,97,1,58,1,120,25,270,95,26,121,0,81,0,89,44,325,105,24,88,2,62,3,131,30,321,83,33,94,0,72,10,142,33,325,75,33,90,1,83,7,145,24,329,136,18,90,0,78,5,136,23,308,166,35,98,1,45,9,232,39,296,157,16,104,6,35,8,174,27,324,198,33,114,3,47,11,180,51,378,247,16,184,0,101,6,144,39,75,56,0,44,0,19,0,36,5
28,28,68,10,0,19,0,13,5,21,0,69,20,1,15,1,16,7,11,0,90,13,3,20,0,9,9,10,1,64,12,0,15,0,10,4,19,1,83,15,0,11,0,14,8,40,2,76,36,1,23,2,4,10,27,1,59,32,7,17,0,10,6,32,3,66,19,1,7,2,7,4,13,0,77,33,1,12,0,4,0,22,5,75,30,0,24,0,3,2,10,2,17,8,0,3,0,3,0,7,0
29,29,30,8,0,16,0,13,0,11,1,38,18,2,13,0,4,2,17,3,39,14,0,19,0,9,0,12,0,23,11,2,11,0,2,1,6,2,19,12,1,10,0,8,2,33,5,31,31,1,16,0,4,0,12,3,26,19,3,13,0,2,1,27,3,37,13,1,10,0,3,1,17,3,47,45,0,23,0,7,1,16,3,41,45,0,20,0,8,1,17,2,12,13,0,6,0,2,0,8,2
3,3,105,23,3,25,1,29,0,38,3,95,25,6,26,1,35,1,55,5,85,22,5,28,0,31,3,39,2,98,27,2,22,0,36,2,27,5,105,60,0,25,2,19,0,47,1,129,65,2,18,0,28,3,51,8,90,56,1,14,0,12,1,61,5,99,47,1,11,0,18,2,46,3,125,62,0,18,0,36,5,27,7,108,62,10,28,1,29,0,68,15,43,20,0,5,0,5,0,14,4
30,30,82,37,2,27,1,30,1,33,5,100,41,6,50,0,22,2,50,8,121,29,4,31,1,31,3,29,2,126,24,7,34,0,23,7,34,10,114,52,6,30,0,21,2,51,11,119,35,4,49,0,25,10,54,10,103,53,1,35,0,19,1,64,9,141,48,7,29,3,14,5,48,5,153,76,5,23,2,12,4,52,9,170,91,4,37,0,32,2,55,11,43,15,0,19,0,14,2,15,2
31,31,103,67,12,50,1,23,2,95,24,132,52,16,55,1,18,2,73,18,177,42,10,63,1,22,1,60,24,159,50,12,57,1,35,5,78,24,163,63,13,64,2,43,9,90,18,210,61,20,88,1,39,16,82,28,149,87,31,77,1,36,14,121,18,157,97,28,63,1,16,8,107,20,171,197,17,53,1,31,6,114,42,185,202,11,142,0,74,1,114,40,38,38,2,33,0,23,2,20,9
32,32,68,30,6,39,0,26,3,27,3,81,21,26,36,0,15,6,49,2,116,23,11,47,0,36,15,30,3,97,32,6,40,0,19,5,45,7,104,30,11,45,1,16,7,44,3,94,21,13,25,0,16,12,51,7,101,23,30,34,1,28,10,57,7,75,38,11,16,1,9,3,45,3,72,55,8,16,0,4,3,45,3,128,66,11,40,0,18,3,38,4,22,6,2,8,1,3,2,4,1
33,33,67,72,7,53,0,10,1,41,2,65,34,7,41,0,11,0,49,5,59,54,3,41,1,6,0,36,7,63,25,7,57,0,18,2,69,5,94,36,14,59,0,13,0,62,8,82,42,3,46,0,15,2,70,6,78,50,18,43,1,17,4,72,3,95,94,15,41,0,13,0,70,7,115,171,16,30,0,23,0,69,10,127,157,12,70,0,18,3,64,9,32,28,0,16,0,5,0,11,2
34,34,66,49,2,38,0,6,0,50,9,53,31,4,37,0,8,0,39,8,98,28,8,39,0,13,1,35,8,71,37,8,41,0,11,0,39,10,93,44,5,50,0,20,0,47,16,77,40,7,37,0,13,0,38,10,95,65,9,24,0,6,2,55,12,71,50,3,13,0,8,1,44,2,63,109,5,30,2,12,1,80,14,81,84,3,51,1,19,0,52,5,18,21,0,9,1,3,0,7,0
35,35,64,24,7,51,0,10,0,60,3,80,17,8,63,0,3,0,26,4,81,21,11,13,0,8,2,35,3,79,19,9,36,0,11,0,40,4,86,23,5,34,0,13,1,40,1,83,27,9,25,0,8,1,28,1,72,40,14,9,0,12,1,49,5,64,52,14,18,0,8,2,41,7,72,75,3,23,0,11,0,106,7,92,67,5,17,0,4,0,52,7,33,16,2,6,0,2,0,10,0
36,36,94,25,13,44,0,16,1,60,7,89,16,13,31,0,5,0,57,1,89,23,11,41,0,13,0,33,5,68,20,13,74,0,30,0,35,9,123,43,4,49,0,7,0,47,5,113,40,5,36,0,10,0,60,5,82,43,9,19,0,18,3,69,6,96,65,13,31,0,8,0,57,4,83,98,6,27,1,13,0,79,6,110,129,8,38,0,10,0,74,5,27,18,0,11,0,8,0,9,2
37,37,61,9,6,35,0,14,0,13,1,69,13,6,21,0,0,0,24,4,88,10,28,37,0,8,1,34,2,51,13,22,31,1,15,0,40,2,65,7,5,39,0,33,0,32,8,67,19,12,26,0,22,1,39,7,71,40,8,21,0,16,1,52,5,66,26,16,15,0,11,0,40,6,71,33,13,33,0,25,0,52,11,72,52,3,45,0,10,0,54,5,17,3,0,8,0,4,0,12,1
38,38,49,19,4,46,0,11,0,22,6,70,23,5,39,0,7,2,41,3,72,23,7,41,0,7,1,42,4,74,28,8,41,0,19,0,38,10,79,26,8,53,0,25,1,54,6,83,25,13,34,0,16,0,74,8,102,42,10,36,1,13,1,83,8,98,62,10,22,1,13,3,39,7,71,72,9,54,0,22,2,71,11,86,119,8,76,0,21,0,76,6,19,30,0,13,0,9,1,5,1
39,39,73,41,12,91,0,17,1,66,9,45,39,9,70,0,8,0,64,13,49,30,27,110,0,21,1,48,12,69,49,10,128,0,18,0,89,12,53,56,23,110,0,13,0,76,11,86,63,19,92,0,16,3,118,20,69,88,12,64,0,22,0,117,12,60,102,6,37,0,10,2,62,8,64,171,6,63,0,14,0,53,8,65,227,7,133,0,12,0,69,15,22,31,0,47,0,10,0,8,2
4,4,53,14,0,19,0,14,0,53,1,67,15,1,17,0,14,1,23,2,84,22,2,16,0,16,3,14,1,96,23,2,16,1,25,2,21,1,74,55,2,26,0,24,2,34,4,56,51,2,21,1,24,3,39,1,48,36,1,33,0,13,1,41,2,52,35,2,18,0,10,1,51,3,55,57,1,22,2,24,0,46,9,64,71,1,23,0,24,1,45,5,22,16,2,7,1,5,1,9,2
40,40,47,20,7,73,1,5,0,51,11,42,22,3,73,0,3,0,34,15,49,9,6,50,0,10,2,27,6,40,16,4,82,2,1,0,28,7,56,25,7,83,0,4,1,24,3,60,43,7,84,0,7,1,50,8,49,29,20,49,0,7,1,49,3,44,59,8,34,0,2,0,54,7,48,87,6,51,0,7,0,40,10,40,128,6,89,1,11,0,36,12,14,16,1,31,0,6,0,5,5
41,41,22,5,3,42,0,2,0,25,8,29,12,7,35,0,3,0,18,3,20,13,6,55,0,2,0,11,3,28,3,6,65,0,0,1,14,4,30,9,5,53,0,2,2,17,7,37,12,6,52,0,12,3,29,2,38,16,9,29,0,4,3,36,4,42,40,6,18,0,4,0,14,3,29,60,5,48,0,2,1,18,5,45,82,7,95,0,2,0,22,6,6,9,0,20,0,1,1,5,1
42,42,71,20,3,68,0,15,0,82,10,79,24,12,90,0,29,0,48,16,93,8,6,57,0,32,2,52,9,115,16,13,66,0,11,1,60,6,83,28,16,85,0,8,0,64,10,80,45,5,78,0,17,2,58,16,85,53,7,42,0,8,1,52,8,91,39,14,24,0,3,2,44,7,119,56,11,50,0,21,3,53,13,130,162,18,98,1,26,3,61,13,30,26,0,22,0,7,2,15,2
43,43,97,24,3,33,0,9,1,40,4,94,10,3,47,0,14,0,35,4,104,22,1,20,1,12,2,34,4,70,10,2,35,0,15,0,36,6,84,10,4,29,0,12,1,47,5,99,15,1,52,0,15,3,36,2,82,19,1,28,0,8,2,42,4,82,36,3,18,0,5,1,55,5,116,36,3,32,0,8,3,55,4,94,59,3,24,0,17,3,48,12,14,25,0,8,0,0,0,6,2
44,44,146,8,13,50,1,28,5,123,10,155,8,11,21,0,20,5,20,3,166,5,4,14,0,24,8,46,3,142,12,6,12,0,20,5,20,3,162,8,2,16,0,16,6,25,1,153,11,7,17,0,13,9,20,3,135,18,4,13,0,6,14,32,6,157,24,5,12,1,4,7,43,2,136,20,4,24,0,15,1,31,2,171,44,6,27,0,13,4,56,5,37,13,1,8,0,2,0,32,4
46,46,30,11,1,15,0,4,0,25,3,39,5,0,15,0,13,1,42,5,42,6,2,31,0,9,1,9,2,33,15,2,11,0,5,0,18,4,32,13,1,28,0,9,1,25,4,30,18,3,9,0,14,0,40,2,39,28,9,15,0,8,0,47,4,35,11,9,17,0,9,0,64,5,27,26,1,16,0,14,0,47,3,48,46,10,15,0,12,0,34,3,9,5,2,4,0,3,0,6,0
47,47,137,54,7,83,2,52,1,80,9,157,28,9,51,0,35,2,103,5,158,33,4,67,0,27,1,56,8,153,30,6,37,0,21,1,40,13,143,28,15,60,0,38,2,57,17,175,27,8,39,0,37,3,71,11,117,40,7,31,2,29,0,63,12,147,40,17,34,0,18,3,68,12,131,73,4,32,0,30,4,86,10,177,169,7,48,2,32,4,113,15,36,36,0,20,0,16,0,15,4
48,48,45,16,3,28,0,11,1,17,3,30,10,3,44,0,6,0,40,4,26,17,1,28,0,7,0,20,1,29,17,5,27,0,24,0,13,1,56,23,2,39,0,15,1,27,3,37,22,6,24,1,15,1,41,5,30,20,0,14,0,13,0,23,2,25,38,4,19,1,9,0,46,4,23,10,0,28,0,11,1,32,2,41,50,2,35,0,11,1,30,5,12,6,0,8,0,15,0,5,0
49,49,36,6,2,22,0,5,0,22,3,43,7,3,34,0,1,0,11,1,38,18,1,31,0,0,2,14,3,29,20,2,38,0,3,0,7,2,41,7,1,30,0,4,3,30,2,43,22,3,21,1,6,2,20,3,32,15,3,34,0,1,1,27,3,25,24,1,10,0,2,0,24,3,35,14,0,9,0,2,0,19,1,58,27,3,26,0,6,0,33,1,10,9,0,12,0,2,0,2,2
5,5,47,8,1,10,0,15,2,36,2,58,20,4,17,0,10,4,25,0,72,17,2,12,0,23,4,23,0,68,13,3,12,2,27,5,23,2,70,37,2,7,0,14,4,19,1,79,30,1,10,1,17,9,31,5,51,51,2,13,0,8,0,37,2,65,56,0,19,0,7,7,26,3,71,63,3,12,1,7,6,36,0,76,45,5,16,0,15,0,51,4,22,17,2,8,0,3,2,6,0
50,50,106,40,9,44,0,11,0,38,5,104,13,12,48,1,8,0,41,9,127,32,22,49,1,13,1,35,7,111,19,14,65,0,29,0,45,14,114,26,12,67,1,16,0,47,9,122,43,15,62,0,13,0,69,11,122,51,12,47,0,16,1,59,11,173,71,8,32,0,16,1,55,8,200,131,12,47,0,24,3,61,11,156,155,14,41,1,23,2,70,19,41,28,2,10,0,9,0,14,3
52,52,87,26,8,46,0,3,0,84,9,105,16,10,36,0,5,1,25,9,81,15,28,38,0,11,0,42,5,66,22,11,42,0,9,0,26,9,71,9,15,55,1,7,0,28,7,74,41,9,40,0,15,1,50,11,66,31,46,32,1,13,1,52,12,69,50,10,31,0,4,4,44,9,113,65,9,31,0,10,4,67,7,134,109,16,75,0,9,2,99,17,34,19,0,19,0,15,0,7,1
53,53,58,12,4,40,0,9,0,59,5,64,13,2,29,1,3,3,34,5,76,9,1,12,0,9,0,46,3,79,16,4,28,1,12,1,23,9,77,15,1,24,1,9,1,25,5,87,24,5,38,0,5,4,82,14,81,19,9,36,0,8,3,33,6,82,35,18,24,0,7,0,102,4,96,32,8,35,0,7,1,78,10,96,65,7,27,1,11,0,81,10,24,11,1,6,0,1,0,5,2
54,54,168,19,8,57,1,23,6,38,11,172,10,7,29,0,12,3,82,7,128,5,5,34,1,29,4,79,6,133,10,8,36,2,15,5,28,4,139,19,8,29,0,5,6,76,7,142,24,4,58,0,15,5,45,7,124,21,6,29,0,13,3,63,7,128,34,5,44,1,14,4,55,1,144,36,8,47,0,6,3,27,8,135,47,8,45,0,3,0,31,7,37,18,0,4,0,1,1,5,0
55,55,90,14,10,32,3,16,1,23,6,107,12,6,26,1,10,1,17,5,92,4,26,28,1,15,1,30,10,95,11,10,19,4,9,1,22,10,97,11,3,27,0,4,3,30,3,127,13,8,36,0,14,8,22,4,93,20,19,35,2,7,7,23,3,137,16,17,36,0,14,3,39,1,106,35,17,52,0,18,3,55,10,118,52,10,52,0,10,4,33,6,40,13,0,21,0,3,0,8,1
56,56,40,9,22,42,0,7,0,63,10,38,14,23,37,1,12,0,32,5,34,4,24,31,0,9,0,20,5,41,3,18,31,0,14,0,46,6,36,41,23,37,0,8,0,30,3,34,33,24,43,0,3,1,46,6,36,42,42,43,0,6,0,44,8,43,89,21,37,0,5,1,39,4,31,83,11,44,0,6,1,60,1,47,116,14,61,0,8,0,53,11,7,25,1,10,0,1,0,8,0
57,57,66,2,6,13,0,12,0,15,0,57,5,9,20,0,6,0,30,1,67,7,13,21,0,14,1,19,3,66,7,11,26,1,8,2,13,1,62,7,2,12,1,13,0,20,1,83,3,12,29,0,11,0,29,3,60,7,34,23,0,4,0,27,7,55,11,10,17,1,11,1,27,1,75,14,25,21,1,2,1,33,2,94,16,12,19,0,4,0,27,2,17,3,0,4,0,1,0,8,1
